disease_name,url,symptoms
Parkinson's disease,https://www.mayoclinic.org/diseases-conditions/parkinsons-disease/symptoms-causes/syc-20376055,"Parkinson's disease symptoms can be different for everyone. Early symptoms may be mild, and you may not even notice them. Symptoms often begin on one side of the body, then affect both sides. Symptoms are usually worse on one side than the other. Some Parkinson's disease symptoms are similar to those of other disorders.; Parkinson's symptoms may include:; Tremor. This rhythmic shaking usually begins in the hands or fingers. Sometimes tremor begins in the foot or jaw. You may rub your thumb and forefinger back and forth. This is known as a pill-rolling tremor. Your hand may tremble when it's at rest or when you're under stress. You may notice that you shake less when you're doing some sort of task or moving around.; Slowed movement, also called bradykinesia. Parkinson's disease may slow your movement, making simple tasks more difficult. It may be hard to get out of a chair, shower or get dressed. You may have less expression in your face. It may be hard to blink.; Rigid muscles. You may have stiff muscles in any part of your body. Your muscles may feel tense and painful, and your arm movements may be short and jerky.; Poor posture and balance. Your posture may become stooped. You may fall or have balance problems.; Loss of automatic movements. You may be less able to make certain movements that you typically do without thinking, including blinking, smiling or swinging your arms when you walk.; Speech changes. You may speak softly or quickly, slur, or hesitate before talking. Your speech may be flat or monotone, without typical speech patterns.; Writing changes. You may have trouble writing, and your writing may appear cramped and small.; Nonmotor symptoms. These may include depression, anxiety, constipation and sleep problems. They also may include acting out dreams, needing to urinate often, trouble smelling, problems with thinking and memory, and feeling very tired."
Parotid tumors,https://www.mayoclinic.org/diseases-conditions/parotid-tumor/symptoms-causes/syc-20578986,Signs and symptoms of parotid tumors include:; A lump or swelling on one side of the face that might appear near the ear or cheek.; Trouble swallowing.; Trouble opening the mouth widely.; Numbness in part of the face.; Muscle weakness in part of the face.; Pain in the face.
Parvovirus infection,https://www.mayoclinic.org/diseases-conditions/parvovirus-infection/symptoms-causes/syc-20376085,"Symptoms of infection with parvovirus B19 appear about 5 to 10 days after contact with the virus.; Many people don't have symptoms. But when symptoms do appear, they depend on your age and whether you have health issues that affect the blood or immune system."
Patellar tendinitis,https://www.mayoclinic.org/diseases-conditions/patellar-tendinitis/symptoms-causes/syc-20376113,"Pain is the first symptom of patellar tendinitis. The pain most often is between the kneecap and where the tendon joins the shinbone, also called the tibia.; At first, you may feel pain in your knee with jumping, as you start an activity or just after a hard workout. Over time, the pain can worsen. It can get in the way of playing your sport. In time, the pain affects daily movements such as climbing stairs or rising from a chair."
Patellofemoral pain syndrome,https://www.mayoclinic.org/diseases-conditions/patellofemoral-pain-syndrome/symptoms-causes/syc-20350792,"Patellofemoral pain syndrome usually causes a dull, aching pain in the front of the knee. The following can increase the pain:; Walking up or down stairs.; Kneeling or squatting.; Sitting with a bent knee for long periods of time."
Patent ductus arteriosus (PDA),https://www.mayoclinic.org/diseases-conditions/patent-ductus-arteriosus/symptoms-causes/syc-20376145,"Patent ductus arteriosus symptoms (PDA) depend on the size of the opening and the person's age. A small PDA might not cause symptoms. Some people don't notice symptoms until adulthood. A large PDA can cause symptoms of heart failure soon after birth.; A large PDA found during infancy or childhood might cause:; Poor eating, which leads to poor growth.; Sweating with crying or eating.; Constant fast breathing or being out of breath.; Easy tiring.; Rapid heart rate."
Patent foramen ovale,https://www.mayoclinic.org/diseases-conditions/patent-foramen-ovale/symptoms-causes/syc-20353487,Patent foramen ovale occurs in about 1 in 4 people. Most people with the condition never know they have it. A patent foramen ovale is often discovered during tests for other health problems.
Peanut allergy,https://www.mayoclinic.org/diseases-conditions/peanut-allergy/symptoms-causes/syc-20376175,"An allergic response to peanuts usually occurs within minutes after exposure. Peanut allergy signs and symptoms can include:; Skin reactions, such as hives, redness or swelling.; Itching or tingling in or around the mouth and throat.; Digestive problems, such as diarrhea, stomach cramps, nausea or vomiting.; Tightening of the throat.; Shortness of breath or wheezing.; Runny nose."
Pectus excavatum,https://www.mayoclinic.org/diseases-conditions/pectus-excavatum/symptoms-causes/syc-20355483,"For many people with pectus excavatum, the only symptom is a slight dip in their chests. In some children, the dip becomes deeper during early puberty. It can keep getting deeper into adulthood.; In people with pectus excavatum, the breastbone may compress the lungs and heart. Symptoms can include:; A fast-beating, fluttering or pounding heart.; Chest pain.; Loss of endurance that becomes worse over time.; Shortness of breath or extreme tiredness during physical activity.; A high-pitched whistling sound made while breathing that's triggered by exercise.; Fainting or dizziness.; Frequent infections of the upper airway.; Stress and concern about how the chest looks."
Pediatric brain tumors,https://www.mayoclinic.org/diseases-conditions/pediatric-brain-tumor/symptoms-causes/syc-20361694,"Pediatric brain tumor symptoms may vary depending on the tumor's location within the brain. Symptoms also might depend on the size of the tumor and how quickly it's growing.; Some of the more common signs and symptoms of pediatric brain tumors include:; Headaches, which may become more frequent and more severe. In children who don't talk, a parent might notice that the child is more irritable than usual.; Nausea and vomiting.; Vision changes, such as double vision. In children who don't talk, a parent might notice that a child squints or covers one eye when trying to look at something.; Other possible signs and symptoms include:; A fuller soft spot on the skull in babies.; Changes in the way the eyes move.; Confusion and irritability.; Difficulty with balance.; Hearing problems.; Memory problems.; Personality or behavior changes.; Seizures, especially in a child who hasn't had a seizure before.; Slurred speech.; Trouble walking.; Trouble swallowing.; Weakness or drooping on one side on the face.; Weakness or loss of sensation in an arm or a leg."
Pediatric obstructive sleep apnea,https://www.mayoclinic.org/diseases-conditions/pediatric-sleep-apnea/symptoms-causes/syc-20376196,"During sleep, symptoms of pediatric obstructive sleep apnea can include:; Snoring.; Pauses in breathing.; Restless sleep.; Snorting, gasping, coughing or choking.; Mouth breathing.; Nighttime sweating.; Bed-wetting that starts after a long period of dry overnights.; Infants and young children with obstructive sleep apnea don't always snore. They might just have disturbed sleep.; During the day, children with sleep apnea might:; Get headaches in the morning.; Breathe through the mouth or have trouble breathing through the nose.; Have trouble learning and paying attention.; Do poorly in school.; Have behavior issues such as acting hyper, impulsive or aggressive.; Have poor weight gain.; Talk about feeling sleepy, or fall asleep during school or during short car or bus rides."
Pediatric white blood cell disorders,https://www.mayoclinic.org/diseases-conditions/pediatric-white-blood-cell-disorders/symptoms-causes/syc-20352674,"Symptoms depend on the type of white blood cell and whether there are too few or too many of them. Symptoms might be those of infections, conditions in which the immune system attacks healthy tissues, called autoimmune conditions, allergies and certain cancers."
Pelvic inflammatory disease (PID),https://www.mayoclinic.org/diseases-conditions/pelvic-inflammatory-disease/symptoms-causes/syc-20352594,"The signs and symptoms of pelvic inflammatory disease might be mild and difficult to recognize. Some women don't have any signs or symptoms. When signs and symptoms of pelvic inflammatory disease (PID) are present, they most often include:; Pain — ranging from mild to severe — in your lower abdomen and pelvis; Unusual or heavy vaginal discharge that may have an unpleasant odor; Unusual bleeding from the vagina, especially during or after sex, or between periods; Pain during sex; Fever, sometimes with chills; Painful, frequent or difficult urination"
